displayLabel|County|avgIncome:float|error:float|stateCounty
United States - North Carolina - Onslow County|Onslow County|43561|1021|NC-Onslow County
United States - North Carolina - Orange County|Orange County|52981|2675|NC-Orange County
United States - North Carolina - Pamlico County|Pamlico County|40561|4895|NC-Pamlico County
United States - North Carolina - Pasquotank County|Pasquotank County|44085|2198|NC-Pasquotank County
United States - North Carolina - Pender County|Pender County|44338|2187|NC-Pender County
United States - North Carolina - Perquimans County|Perquimans County|43041|4039|NC-Perquimans County
United States - North Carolina - Person County|Person County|44668|3047|NC-Person County
United States - North Carolina - Pitt County|Pitt County|38592|1256|NC-Pitt County
United States - North Carolina - Polk County|Polk County|43692|4038|NC-Polk County
United States - North Carolina - Randolph County|Randolph County|40346|1120|NC-Randolph County
United States - North Carolina - Richmond County|Richmond County|30439|1596|NC-Richmond County
United States - North Carolina - Robeson County|Robeson County|29667|1343|NC-Robeson County
United States - North Carolina - Rockingham County|Rockingham County|39231|1310|NC-Rockingham County
United States - North Carolina - Rowan County|Rowan County|43596|2124|NC-Rowan County
United States - North Carolina - Rutherford County|Rutherford County|35364|1507|NC-Rutherford County
United States - North Carolina - Sampson County|Sampson County|35740|1342|NC-Sampson County
United States - North Carolina - Scotland County|Scotland County|29368|2502|NC-Scotland County
United States - North Carolina - Stanly County|Stanly County|44802|1630|NC-Stanly County
United States - North Carolina - Stokes County|Stokes County|42689|2059|NC-Stokes County
United States - North Carolina - Surry County|Surry County|37294|1448|NC-Surry County
United States - North Carolina - Swain County|Swain County|35071|6739|NC-Swain County
United States - North Carolina - Transylvania County|Transylvania County|39408|2463|NC-Transylvania County
United States - North Carolina - Tyrrell County|Tyrrell County|32215|3444|NC-Tyrrell County
United States - North Carolina - Union County|Union County|63386|1829|NC-Union County
United States - North Carolina - Vance County|Vance County|34025|1676|NC-Vance County
United States - North Carolina - Wake County|Wake County|63770|735|NC-Wake County
United States - North Carolina - Warren County|Warren County|30641|3515|NC-Warren County
United States - North Carolina - Washington County|Washington County|32716|2184|NC-Washington County
United States - North Carolina - Watauga County|Watauga County|31967|2281|NC-Watauga County
United States - North Carolina - Wayne County|Wayne County|41224|979|NC-Wayne County
United States - North Carolina - Wilkes County|Wilkes County|33438|1750|NC-Wilkes County
United States - North Carolina - Wilson County|Wilson County|38596|1558|NC-Wilson County
United States - North Carolina - Yadkin County|Yadkin County|39807|2667|NC-Yadkin County
United States - North Carolina - Yancey County|Yancey County|35703|3182|NC-Yancey County
United States - North Dakota|North Dakota|46781|452|ND-North Dakota
United States - North Dakota - Adams County|Adams County|35966|7762|ND-Adams County
United States - North Dakota - Barnes County|Barnes County|41773|2186|ND-Barnes County
United States - North Dakota - Benson County|Benson County|30479|1464|ND-Benson County
United States - North Dakota - Billings County|Billings County|51923|9106|ND-Billings County
United States - North Dakota - Bottineau County|Bottineau County|40227|2670|ND-Bottineau County
United States - North Dakota - Bowman County|Bowman County|48063|3750|ND-Bowman County
United States - North Dakota - Burke County|Burke County|50800|6552|ND-Burke County
United States - North Dakota - Burleigh County|Burleigh County|53465|1355|ND-Burleigh County
United States - North Dakota - Cass County|Cass County|47600|1333|ND-Cass County
United States - North Dakota - Cavalier County|Cavalier County|48786|6846|ND-Cavalier County
United States - North Dakota - Dickey County|Dickey County|37179|3789|ND-Dickey County
United States - North Dakota - Divide County|Divide County|48152|5736|ND-Divide County
United States - North Dakota - Dunn County|Dunn County|48707|6192|ND-Dunn County
United States - North Dakota - Eddy County|Eddy County|38404|3085|ND-Eddy County
United States - North Dakota - Emmons County|Emmons County|35615|2162|ND-Emmons County
United States - North Dakota - Foster County|Foster County|41066|4224|ND-Foster County
United States - North Dakota - Golden Valley County|Golden Valley County|33333|7410|ND-Golden Valley County
United States - North Dakota - Grand Forks County|Grand Forks County|44242|1765|ND-Grand Forks County
United States - North Dakota - Grant County|Grant County|39500|4032|ND-Grant County
United States - North Dakota - Griggs County|Griggs County|40085|4178|ND-Griggs County
United States - North Dakota - Hettinger County|Hettinger County|38393|1784|ND-Hettinger County
United States - North Dakota - Kidder County|Kidder County|34250|4722|ND-Kidder County
United States - North Dakota - LaMoure County|LaMoure County|46098|3256|ND-LaMoure County
United States - North Dakota - Logan County|Logan County|41741|4755|ND-Logan County
United States - North Dakota - McHenry County|McHenry County|36944|4739|ND-McHenry County
United States - North Dakota - McIntosh County|McIntosh County|34904|2896|ND-McIntosh County
United States - North Dakota - McKenzie County|McKenzie County|48480|3207|ND-McKenzie County
United States - North Dakota - McLean County|McLean County|52922|2171|ND-McLean County
United States - North Dakota - Mercer County|Mercer County|60191|2785|ND-Mercer County
United States - North Dakota - Morton County|Morton County|50591|3254|ND-Morton County
United States - North Dakota - Mountrail County|Mountrail County|53912|5484|ND-Mountrail County
United States - North Dakota - Nelson County|Nelson County|39071|4088|ND-Nelson County
United States - North Dakota - Oliver County|Oliver County|62308|12259|ND-Oliver County
United States - North Dakota - Pembina County|Pembina County|48502|3150|ND-Pembina County
United States - North Dakota - Pierce County|Pierce County|37091|3988|ND-Pierce County
United States - North Dakota - Ramsey County|Ramsey County|41792|2166|ND-Ramsey County
United States - North Dakota - Ransom County|Ransom County|46044|1926|ND-Ransom County
United States - North Dakota - Renville County|Renville County|49583|3379|ND-Renville County
United States - North Dakota - Richland County|Richland County|47131|2040|ND-Richland County
United States - North Dakota - Rolette County|Rolette County|28265|2199|ND-Rolette County
United States - North Dakota - Sargent County|Sargent County|49318|4445|ND-Sargent County
United States - North Dakota - Sheridan County|Sheridan County|37727|6083|ND-Sheridan County
United States - North Dakota - Sioux County|Sioux County|30990|4207|ND-Sioux County
United States - North Dakota - Slope County|Slope County|43625|8196|ND-Slope County
United States - North Dakota - Stark County|Stark County|49536|3507|ND-Stark County
United States - North Dakota - Steele County|Steele County|44191|4403|ND-Steele County
United States - North Dakota - Stutsman County|Stutsman County|44620|2712|ND-Stutsman County
United States - North Dakota - Towner County|Towner County|43684|4709|ND-Towner County
United States - North Dakota - Traill County|Traill County|44290|1735|ND-Traill County
United States - North Dakota - Walsh County|Walsh County|44139|2468|ND-Walsh County
United States - North Dakota - Ward County|Ward County|48793|1762|ND-Ward County
United States - North Dakota - Wells County|Wells County|40136|2556|ND-Wells County
United States - North Dakota - Williams County|Williams County|55396|2846|ND-Williams County
United States - Ohio|Ohio|47358|162|OH-Ohio
United States - Ohio - Adams County|Adams County|32791|1842|OH-Adams County
United States - Ohio - Allen County|Allen County|43632|1226|OH-Allen County
United States - Ohio - Ashland County|Ashland County|44542|1752|OH-Ashland County
United States - Ohio - Ashtabula County|Ashtabula County|42139|1291|OH-Ashtabula County
United States - Ohio - Athens County|Athens County|31559|1261|OH-Athens County
United States - Ohio - Auglaize County|Auglaize County|52018|1730|OH-Auglaize County
United States - Ohio - Belmont County|Belmont County|38320|995|OH-Belmont County
United States - Ohio - Brown County|Brown County|45887|1591|OH-Brown County
United States - Ohio - Butler County|Butler County|54788|938|OH-Butler County
United States - Ohio - Carroll County|Carroll County|43148|1830|OH-Carroll County
United States - Ohio - Champaign County|Champaign County|49246|1733|OH-Champaign County
United States - Ohio - Clark County|Clark County|44141|1052|OH-Clark County
United States - Ohio - Clermont County|Clermont County|58472|1226|OH-Clermont County
United States - Ohio - Clinton County|Clinton County|46261|2327|OH-Clinton County
United States - Ohio - Columbiana County|Columbiana County|39502|1250|OH-Columbiana County
United States - Ohio - Coshocton County|Coshocton County|39469|1615|OH-Coshocton County
United States - Ohio - Crawford County|Crawford County|41228|1375|OH-Crawford County
United States - Ohio - Cuyahoga County|Cuyahoga County|43603|382|OH-Cuyahoga County
United States - Ohio - Darke County|Darke County|44280|1255|OH-Darke County
United States - Ohio - Defiance County|Defiance County|44480|1985|OH-Defiance County
United States - Ohio - Delaware County|Delaware County|87908|1874|OH-Delaware County
United States - Ohio - Erie County|Erie County|46593|1991|OH-Erie County
United States - Ohio - Fairfield County|Fairfield County|56796|1323|OH-Fairfield County
United States - Ohio - Fayette County|Fayette County|39599|1488|OH-Fayette County
United States - Ohio - Franklin County|Franklin County|49087|516|OH-Franklin County
United States - Ohio - Fulton County|Fulton County|50717|1694|OH-Fulton County
United States - Ohio - Gallia County|Gallia County|37409|2351|OH-Gallia County
United States - Ohio - Geauga County|Geauga County|65663|2282|OH-Geauga County
United States - Ohio - Greene County|Greene County|56679|1573|OH-Greene County
United States - Ohio - Guernsey County|Guernsey County|37573|1581|OH-Guernsey County
United States - Ohio - Hamilton County|Hamilton County|48234|514|OH-Hamilton County
United States - Ohio - Hancock County|Hancock County|49070|2128|OH-Hancock County
United States - Ohio - Hardin County|Hardin County|41343|3556|OH-Hardin County
United States - Ohio - Harrison County|Harrison County|35363|3666|OH-Harrison County
United States - Ohio - Henry County|Henry County|48367|2287|OH-Henry County
